Session_ID,Session_Date,Session_Time,Station_ID,Station_Location,Vehicle_Type,Connector_Type,Battery_Start_Percent,Battery_End_Percent,Charging_Duration_Min,Energy_Consumed_kWh,Charging_Status,Failure_Reason,Station_Status,Payment_Status,Charging_Cost
SES-12291,2025-06-13,17:09:18,STN-DEL-01,Delhi,Crossover,CCS,50,62,18,8.95,Completed,None,Available,Paid,138.07
SES-12292,2025-06-13,03:16:08,STN-VSKP-01,Visakhapatnam,Sedan,Type 2,87,99,15,6.38,Completed,None,Charging,Paid,109.48
SES-12293,2025-06-13,17:33:44,STN-VIJ-01,Vijayawada,Sedan,Type 2,60,67,10,3.82,Completed,None,Charging,Paid,63.42
SES-12294,2025-06-13,08:06:15,STN-HYD-01,Hyderabad,Crossover,CCS,60,97,51,26.54,Completed,None,Charging,Paid,484.79
SES-12295,2025-06-13,18:05:49,STN-MUM-02,Mumbai,Sedan,CCS,87,100,113,7.14,Completed,None,Charging,Paid,131.59
SES-12296,2025-06-13,19:11:57,STN-VIJ-01,Vijayawada,SUV,CCS,30,33,102,1.20,Failed,Payment Failure,Maintenance,Failed,0.00
SES-12297,2025-06-13,17:11:20,STN-DEL-02,Delhi,SUV,Type 2,64,100,64,29.97,Completed,None,Available,Paid,478.80
SES-12298,2025-06-13,22:49:35,STN-DEL-01,Delhi,Sedan,CCS,81,100,58,10.02,Completed,None,Charging,Paid,163.23
SES-12299,2025-06-13,05:04:36,STN-BLR-01,Bengaluru,Hatchback,CCS,90,100,108,3.73,Completed,None,Charging,Paid,67.89
SES-12300,2025-06-13,18:11:57,STN-BLR-02,Bengaluru,Crossover,CCS,76,100,108,18.26,Completed,None,Available,Paid,289.90
SES-12301,2025-06-13,17:39:53,STN-MUM-02,Mumbai,SUV,CCS,52,54,39,0.70,Cancelled,None,Available,Refunded,0.00
SES-12302,2025-06-13,02:40:44,STN-VSKP-01,Visakhapatnam,Hatchback,Type 2,62,95,44,14.25,Completed,None,Available,Paid,224.75
SES-12303,2025-06-13,19:08:21,STN-BLR-02,Bengaluru,SUV,CCS,67,100,72,28.03,Completed,None,Charging,Paid,467.67
SES-12304,2025-06-13,08:11:00,STN-MUM-02,Mumbai,SUV,CCS,62,100,112,32.01,Completed,None,Charging,Paid,540.03
SES-12305,2025-06-13,08:37:50,STN-BLR-01,Bengaluru,Sedan,CCS,7,33,31,15.38,Completed,None,Available,Paid,232.10
SES-12306,2025-06-14,10:30:50,STN-HYD-01,Hyderabad,Hatchback,CHAdeMO,11,44,52,13.77,Completed,None,Available,Paid,206.92
SES-12307,2025-06-14,15:41:58,STN-CHE-01,Chennai,SUV,Type 2,56,88,37,26.36,Completed,None,Available,Paid,422.29
SES-12308,2025-06-14,09:12:57,STN-CBE-01,Coimbatore,Sedan,CCS,66,85,27,10.21,Completed,None,Available,Paid,157.27
SES-12309,2025-06-14,17:57:59,STN-VIJ-01,Vijayawada,Crossover,CCS,6,34,41,20.28,Completed,None,Available,Paid,367.90
SES-12310,2025-06-14,09:54:24,STN-CBE-01,Coimbatore,Hatchback,Type 2,37,88,78,20.78,Completed,None,Available,Paid,319.45
SES-12311,2025-06-14,18:43:26,STN-KOL-01,Kolkata,Crossover,CCS,16,48,63,21.85,Completed,None,Charging,Paid,389.86
SES-12312,2025-06-14,06:24:23,STN-MUM-01,Mumbai,Sedan,CHAdeMO,52,85,43,19.36,Completed,None,Charging,Paid,312.08
SES-12313,2025-06-14,08:45:36,STN-VSKP-01,Visakhapatnam,Hatchback,CCS,80,100,40,8.12,Completed,None,Available,Paid,132.39
SES-12314,2025-06-14,05:18:52,STN-DEL-01,Delhi,SUV,CCS,57,100,119,38.23,Completed,None,Available,Paid,582.71
SES-12315,2025-06-14,07:43:20,STN-DEL-01,Delhi,Crossover,Type 2,78,78,106,0.00,Failed,Network Error,Maintenance,Failed,0.00
SES-12316,2025-06-14,20:38:46,STN-HYD-01,Hyderabad,Crossover,Type 2,45,52,13,2.79,Cancelled,None,Available,Refunded,0.00
SES-12317,2025-06-14,18:05:04,STN-CBE-01,Coimbatore,Crossover,CHAdeMO,86,100,23,10.74,Completed,None,Charging,Paid,178.85
SES-12318,2025-06-14,19:44:41,STN-PUN-01,Pune,Crossover,Type 2,62,79,24,11.47,Completed,None,Charging,Paid,204.90
SES-12319,2025-06-15,19:03:07,STN-VSKP-01,Visakhapatnam,Sedan,CCS,72,100,69,16.93,Completed,None,Charging,Paid,279.18
SES-12320,2025-06-15,07:16:49,STN-HYD-02,Hyderabad,Hatchback,Type 2,27,41,29,5.21,Completed,None,Available,Paid,89.05
SES-12321,2025-06-15,17:25:42,STN-MUM-02,Mumbai,Sedan,Type 2,89,100,29,5.67,Completed,None,Available,Paid,97.96
SES-12322,2025-06-15,07:44:26,STN-MUM-01,Mumbai,Hatchback,CCS,40,89,58,19.73,Completed,None,Available,Paid,329.65
SES-12323,2025-06-15,02:25:52,STN-PUN-01,Pune,Crossover,CCS,89,100,108,8.34,Completed,None,Charging,Paid,150.94
SES-12324,2025-06-15,20:47:46,STN-MUM-01,Mumbai,Sedan,CCS,25,29,77,1.60,Failed,Payment Failure,Maintenance,Failed,0.00
SES-12325,2025-06-15,18:07:06,STN-HYD-02,Hyderabad,SUV,CCS,76,80,27,1.60,Failed,Charging Interrupted,Offline,Failed,0.00
SES-12326,2025-06-15,06:52:13,STN-BLR-02,Bengaluru,Hatchback,Type 2,59,85,33,10.56,Completed,None,Available,Paid,165.84
SES-12327,2025-06-15,22:51:08,STN-MUM-02,Mumbai,Sedan,CCS,60,79,36,10.92,Completed,None,Available,Paid,198.60
SES-12328,2025-06-15,14:16:11,STN-KOL-01,Kolkata,Sedan,CCS,17,19,42,0.80,Failed,Network Error,Maintenance,Failed,0.00
SES-12329,2025-06-15,19:18:42,STN-VSKP-01,Visakhapatnam,Sedan,Type 2,26,91,73,32.67,Completed,None,Available,Paid,551.64
SES-12330,2025-06-15,20:28:05,STN-KOL-01,Kolkata,Sedan,CCS,11,20,34,3.53,Cancelled,None,Available,Refunded,0.00
SES-12331,2025-06-15,15:56:23,STN-HYD-02,Hyderabad,Hatchback,Type 2,28,91,78,24.07,Completed,None,Available,Paid,439.30
SES-12332,2025-06-15,07:51:15,STN-VSKP-01,Visakhapatnam,SUV,Type 2,65,79,27,10.73,Completed,None,Charging,Paid,181.70
SES-12333,2025-06-16,13:20:03,STN-DEL-01,Delhi,Sedan,CCS,9,39,54,17.73,Completed,None,Charging,Paid,321.23
SES-12334,2025-06-16,18:37:40,STN-DEL-01,Delhi,Crossover,CCS,54,100,119,29.96,Completed,None,Charging,Paid,467.94
SES-12335,2025-06-16,19:13:06,STN-MUM-02,Mumbai,Hatchback,CCS,66,82,29,6.75,Completed,None,Charging,Paid,120.41
SES-12336,2025-06-16,07:00:28,STN-CHE-01,Chennai,SUV,Type 2,59,98,44,30.29,Completed,None,Charging,Paid,499.69
SES-12337,2025-06-16,13:29:56,STN-HYD-01,Hyderabad,Sedan,CCS,30,38,15,3.99,Completed,None,Available,Paid,62.29
SES-12338,2025-06-16,18:34:49,STN-HYD-01,Hyderabad,Hatchback,CCS,14,69,100,20.41,Completed,None,Charging,Paid,371.96
SES-12339,2025-06-16,11:41:10,STN-DEL-01,Delhi,SUV,CCS,15,15,101,0.00,Failed,Station Offline,Offline,Failed,0.00
SES-12340,2025-06-16,08:34:38,STN-DEL-01,Delhi,Hatchback,Type 2,44,100,84,21.06,Completed,None,Available,Paid,374.13
SES-12341,2025-06-16,12:17:12,STN-VIJ-01,Vijayawada,Hatchback,CCS,15,28,18,5.49,Completed,None,Available,Paid,92.93
SES-12342,2025-06-16,07:50:22,STN-VSKP-01,Visakhapatnam,Sedan,Type 2,8,13,61,1.84,Cancelled,None,Maintenance,Refunded,0.00
SES-12343,2025-06-16,19:29:30,STN-KOL-01,Kolkata,Crossover,Type 2,6,31,37,16.90,Completed,None,Available,Paid,289.36
SES-12344,2025-06-17,15:43:27,STN-HYD-02,Hyderabad,SUV,Type 2,81,100,28,16.07,Completed,None,Charging,Paid,242.46
SES-12345,2025-06-17,10:24:43,STN-KOL-01,Kolkata,SUV,CHAdeMO,43,100,112,50.34,Completed,None,Available,Paid,926.35
SES-12346,2025-06-17,06:06:44,STN-BLR-01,Bengaluru,Crossover,CCS,85,100,94,11.36,Completed,None,Available,Paid,184.46
SES-12347,2025-06-17,06:18:18,STN-VSKP-01,Visakhapatnam,SUV,CCS,27,80,72,43.31,Completed,None,Available,Paid,709.62
SES-12348,2025-06-17,18:08:47,STN-DEL-02,Delhi,Hatchback,Type 2,49,100,104,19.11,Completed,None,Available,Paid,329.93
SES-12349,2025-06-17,18:37:39,STN-CHE-01,Chennai,Hatchback,CCS,78,100,115,8.58,Completed,None,Charging,Paid,145.04
SES-12350,2025-06-17,13:23:47,STN-CBE-01,Coimbatore,Sedan,Type 2,81,94,16,6.78,Completed,None,Charging,Paid,114.49
SES-12351,2025-06-17,22:52:53,STN-PUN-01,Pune,Crossover,CHAdeMO,46,50,46,1.60,Failed,Station Offline,Maintenance,Failed,0.00
SES-12352,2025-06-17,21:44:25,STN-DEL-02,Delhi,SUV,Type 2,46,100,98,49.82,Completed,None,Available,Paid,846.80
SES-12353,2025-06-17,10:28:51,STN-HYD-02,Hyderabad,SUV,Type 2,33,100,101,53.03,Completed,None,Available,Paid,821.13
SES-12354,2025-06-17,19:36:52,STN-DEL-02,Delhi,Crossover,Type 2,20,48,45,20.54,Completed,None,Available,Paid,367.08
SES-12355,2025-06-18,05:43:37,STN-DEL-02,Delhi,SUV,CCS,71,90,26,16.32,Completed,None,Available,Paid,261.21
SES-12356,2025-06-18,15:03:50,STN-HYD-02,Hyderabad,Hatchback,CCS,64,100,99,15.23,Completed,None,Charging,Paid,233.56
SES-12357,2025-06-18,23:34:22,STN-VSKP-01,Visakhapatnam,Hatchback,CCS,8,8,101,0.00,Failed,Network Error,Offline,Failed,0.00
SES-12358,2025-06-18,18:25:51,STN-VIJ-01,Vijayawada,Sedan,CCS,20,52,46,17.98,Completed,None,Available,Paid,327.97
SES-12359,2025-06-18,20:07:42,STN-CBE-01,Coimbatore,Sedan,CCS,45,100,90,30.23,Completed,None,Available,Paid,473.43
SES-12360,2025-06-18,18:02:31,STN-DEL-01,Delhi,Sedan,Type 2,10,12,69,0.80,Failed,Connector Error,Maintenance,Failed,0.00
SES-12361,2025-06-18,16:13:59,STN-DEL-01,Delhi,Hatchback,Type 2,46,92,58,17.08,Completed,None,Charging,Paid,296.91
SES-12362,2025-06-18,08:46:05,STN-MUM-02,Mumbai,Sedan,Type 2,61,100,90,19.94,Completed,None,Charging,Paid,307.37
SES-12363,2025-06-18,07:35:39,STN-DEL-02,Delhi,Sedan,CCS,32,95,106,38.09,Completed,None,Available,Paid,591.29
SES-12364,2025-06-18,07:04:12,STN-PUN-01,Pune,Sedan,CCS,27,85,65,32.57,Completed,None,Available,Paid,521.98
SES-12365,2025-06-18,09:00:12,STN-VIJ-01,Vijayawada,Sedan,CHAdeMO,80,100,43,11.12,Completed,None,Charging,Paid,200.97
SES-12366,2025-06-19,08:10:52,STN-VIJ-01,Vijayawada,Hatchback,Type 2,46,98,96,21.94,Completed,None,Available,Paid,365.12
SES-12367,2025-06-19,05:39:31,STN-HYD-02,Hyderabad,Crossover,Type 2,16,35,39,12.15,Completed,None,Available,Paid,189.63
SES-12368,2025-06-19,22:13:44,STN-PUN-01,Pune,Sedan,CHAdeMO,68,91,36,13.68,Completed,None,Charging,Paid,252.11
SES-12369,2025-06-19,13:26:19,STN-CBE-01,Coimbatore,SUV,Type 2,62,63,60,0.40,Failed,Network Error,Maintenance,Failed,0.00
SES-12370,2025-06-19,12:26:52,STN-MUM-01,Mumbai,Hatchback,Type 2,55,67,18,5.07,Completed,None,Charging,Paid,93.60
SES-12371,2025-06-19,05:27:24,STN-VSKP-01,Visakhapatnam,SUV,CCS,33,53,29,15.48,Completed,None,Available,Paid,282.16
SES-12372,2025-06-19,08:43:45,STN-HYD-01,Hyderabad,Crossover,CCS,23,100,96,59.05,Completed,None,Available,Paid,954.78
SES-12373,2025-06-19,08:13:07,STN-MUM-02,Mumbai,SUV,Type 2,90,100,56,7.67,Completed,None,Available,Paid,129.46
SES-12374,2025-06-19,09:00:15,STN-HYD-01,Hyderabad,Sedan,CCS,49,72,28,12.03,Completed,None,Available,Paid,184.23
SES-12375,2025-06-19,09:14:23,STN-KOL-01,Kolkata,Crossover,Type 2,58,100,110,32.24,Completed,None,Available,Paid,500.75
SES-12376,2025-06-19,17:50:54,STN-MUM-02,Mumbai,SUV,CCS,84,100,118,14.44,Completed,None,Charging,Paid,263.23
SES-12377,2025-06-19,21:55:55,STN-CHE-01,Chennai,Sedan,CCS,70,100,77,14.91,Completed,None,Available,Paid,255.49
SES-12378,2025-06-19,18:57:34,STN-HYD-02,Hyderabad,Sedan,CCS,76,100,86,12.23,Completed,None,Available,Paid,194.57
SES-12379,2025-06-19,19:15:07,STN-HYD-01,Hyderabad,Crossover,CCS,17,25,111,3.04,Cancelled,None,Available,Refunded,0.00
SES-12380,2025-06-19,18:44:30,STN-PUN-01,Pune,Hatchback,Type 2,69,83,21,6.08,Completed,None,Available,Paid,95.13
SES-12381,2025-06-19,18:53:54,STN-HYD-02,Hyderabad,SUV,CCS,16,72,82,51.71,Completed,None,Available,Paid,904.51
SES-12382,2025-06-20,17:52:29,STN-PUN-01,Pune,Hatchback,Type 2,75,100,88,10.13,Completed,None,Charging,Paid,152.83
SES-12383,2025-06-20,06:26:46,STN-DEL-02,Delhi,SUV,CCS,18,78,94,52.22,Completed,None,Available,Paid,820.35
SES-12384,2025-06-20,09:05:54,STN-HYD-01,Hyderabad,Sedan,CCS,46,100,88,29.85,Completed,None,Available,Paid,544.60
SES-12385,2025-06-20,08:17:15,STN-DEL-02,Delhi,Hatchback,CCS,80,88,14,3.32,Completed,None,Available,Paid,55.68
SES-12386,2025-06-20,13:44:39,STN-VSKP-01,Visakhapatnam,Hatchback,CHAdeMO,52,100,78,21.10,Completed,None,Available,Paid,318.24
SES-12387,2025-06-20,18:29:25,STN-DEL-01,Delhi,SUV,CCS,28,53,34,19.86,Completed,None,Charging,Paid,326.31
SES-12388,2025-06-20,15:57:52,STN-MUM-01,Mumbai,Sedan,Type 2,69,100,97,18.43,Completed,None,Available,Paid,323.49
SES-12389,2025-06-20,07:28:21,STN-CHE-01,Chennai,Sedan,CCS,21,100,110,42.70,Completed,None,Available,Paid,743.51
SES-12390,2025-06-20,15:59:08,STN-CHE-01,Chennai,Hatchback,CCS,42,63,40,8.30,Completed,None,Available,Paid,142.25
SES-12391,2025-06-20,12:35:12,STN-VSKP-01,Visakhapatnam,Hatchback,Type 2,32,74,55,16.19,Completed,None,Available,Paid,287.86
SES-12392,2025-06-21,03:36:06,STN-HYD-01,Hyderabad,Hatchback,CCS,37,58,43,8.52,Completed,None,Available,Paid,152.88
SES-12393,2025-06-21,18:40:13,STN-BLR-02,Bengaluru,Hatchback,CCS,28,61,50,12.55,Completed,None,Charging,Paid,212.34
SES-12394,2025-06-21,21:35:51,STN-MUM-01,Mumbai,Hatchback,CCS,74,100,87,9.37,Completed,None,Available,Paid,173.32
SES-12395,2025-06-21,19:16:39,STN-KOL-01,Kolkata,Hatchback,CCS,89,100,100,4.76,Completed,None,Available,Paid,82.39
SES-12396,2025-06-21,21:26:00,STN-BLR-01,Bengaluru,Sedan,CCS,8,81,120,37.94,Completed,None,Charging,Paid,618.62
SES-12397,2025-06-21,22:03:23,STN-CBE-01,Coimbatore,SUV,Type 2,37,78,77,32.40,Completed,None,Charging,Paid,534.47
SES-12398,2025-06-21,16:06:00,STN-MUM-02,Mumbai,SUV,CCS,14,19,96,1.94,Cancelled,None,Available,Refunded,0.00
SES-12399,2025-06-21,09:43:50,STN-CHE-01,Chennai,Sedan,CHAdeMO,40,71,47,17.08,Completed,None,Available,Paid,314.28
SES-12400,2025-06-21,09:53:15,STN-HYD-02,Hyderabad,Hatchback,CCS,81,100,55,7.87,Completed,None,Available,Paid,120.99
SES-12401,2025-06-21,22:28:58,STN-DEL-01,Delhi,Crossover,CCS,77,100,78,15.30,Completed,None,Available,Paid,256.20
SES-12402,2025-06-21,18:28:16,STN-DEL-02,Delhi,SUV,CCS,35,59,36,20.87,Completed,None,Available,Paid,322.89
SES-12403,2025-06-22,17:21:23,STN-BLR-01,Bengaluru,Crossover,CCS,8,10,52,0.69,Cancelled,None,Available,Refunded,0.00
SES-12404,2025-06-22,09:20:50,STN-KOL-01,Kolkata,SUV,CCS,88,100,87,10.29,Completed,None,Available,Paid,158.40
SES-12405,2025-06-22,17:55:06,STN-HYD-02,Hyderabad,SUV,CCS,12,79,80,56.51,Completed,None,Available,Paid,883.54
SES-12406,2025-06-22,18:04:43,STN-HYD-01,Hyderabad,SUV,CHAdeMO,31,100,119,56.47,Completed,None,Available,Paid,858.10
SES-12407,2025-06-22,08:56:20,STN-MUM-01,Mumbai,Sedan,Type 2,40,79,54,22.14,Completed,None,Charging,Paid,373.93
SES-12408,2025-06-22,21:19:14,STN-CHE-01,Chennai,SUV,Type 2,13,27,27,12.71,Completed,None,Available,Paid,196.52
SES-12409,2025-06-22,19:50:11,STN-MUM-02,Mumbai,SUV,CCS,47,75,41,22.58,Completed,None,Charging,Paid,378.13
SES-12410,2025-06-22,12:20:36,STN-VSKP-01,Visakhapatnam,Crossover,CHAdeMO,28,32,11,1.60,Failed,Station Offline,Maintenance,Failed,0.00
SES-12411,2025-06-22,12:25:41,STN-BLR-01,Bengaluru,SUV,CCS,41,84,50,34.31,Completed,None,Charging,Paid,618.65
SES-12412,2025-06-22,02:08:26,STN-VSKP-01,Visakhapatnam,Sedan,Type 2,45,100,116,27.69,Completed,None,Available,Paid,490.69
SES-12413,2025-06-22,19:30:20,STN-CHE-01,Chennai,Sedan,CCS,30,45,29,7.56,Completed,None,Available,Paid,119.31
SES-12414,2025-06-22,17:38:14,STN-CBE-01,Coimbatore,Crossover,CCS,8,77,102,44.29,Completed,None,Charging,Paid,772.21
SES-12415,2025-06-22,01:48:42,STN-BLR-02,Bengaluru,SUV,CHAdeMO,5,57,67,46.78,Completed,None,Available,Paid,839.28
SES-12416,2025-06-22,19:56:41,STN-BLR-02,Bengaluru,Crossover,CCS,24,100,116,55.51,Completed,None,Charging,Paid,863.39
SES-12417,2025-06-22,09:13:03,STN-KOL-01,Kolkata,SUV,Type 2,49,100,99,39.99,Completed,None,Available,Paid,662.18
SES-12418,2025-06-22,22:33:11,STN-KOL-01,Kolkata,SUV,CCS,73,100,47,21.79,Completed,None,Charging,Paid,358.50
SES-12419,2025-06-22,17:19:04,STN-BLR-02,Bengaluru,Hatchback,CCS,56,61,10,2.11,Completed,None,Charging,Paid,34.82
SES-12420,2025-06-22,07:23:42,STN-DEL-01,Delhi,Sedan,Type 2,68,100,78,19.00,Completed,None,Available,Paid,325.08
SES-12421,2025-06-22,17:35:37,STN-DEL-02,Delhi,Hatchback,Type 2,25,58,63,13.80,Completed,None,Available,Paid,240.92
SES-12422,2025-06-22,19:14:45,STN-HYD-01,Hyderabad,SUV,Type 2,84,100,23,12.68,Completed,None,Available,Paid,194.82
SES-12423,2025-06-22,19:28:43,STN-HYD-02,Hyderabad,Hatchback,CCS,76,95,34,7.13,Completed,None,Available,Paid,126.05
SES-12424,2025-06-22,22:28:44,STN-CHE-01,Chennai,Hatchback,CCS,80,90,18,3.98,Completed,None,Charging,Paid,71.93
SES-12425,2025-06-23,10:48:20,STN-CBE-01,Coimbatore,Sedan,CCS,29,95,103,37.14,Completed,None,Available,Paid,588.76
SES-12426,2025-06-23,07:41:43,STN-HYD-02,Hyderabad,SUV,CCS,71,100,92,22.60,Completed,None,Charging,Paid,358.78
SES-12427,2025-06-23,16:41:03,STN-HYD-02,Hyderabad,Sedan,Type 2,30,90,70,33.18,Completed,None,Available,Paid,557.44
SES-12428,2025-06-23,18:28:40,STN-CHE-01,Chennai,Sedan,CCS,85,100,61,8.09,Completed,None,Charging,Paid,141.84
SES-12429,2025-06-23,07:08:52,STN-DEL-02,Delhi,Hatchback,Type 2,31,100,113,26.16,Completed,None,Charging,Paid,479.97
SES-12430,2025-06-23,18:51:42,STN-DEL-01,Delhi,Sedan,Type 2,56,69,17,7.49,Completed,None,Charging,Paid,137.75
SES-12431,2025-06-23,09:52:41,STN-VIJ-01,Vijayawada,SUV,CCS,67,79,25,10.39,Completed,None,Charging,Paid,173.51
SES-12432,2025-06-23,14:04:10,STN-DEL-01,Delhi,Sedan,Type 2,90,94,17,1.58,Cancelled,None,Available,Refunded,0.00
SES-12433,2025-06-23,08:27:15,STN-CBE-01,Coimbatore,Sedan,CHAdeMO,49,53,32,1.60,Failed,Connector Error,Offline,Failed,0.00
SES-12434,2025-06-23,13:29:03,STN-CBE-01,Coimbatore,Sedan,CCS,62,100,82,21.87,Completed,None,Charging,Paid,372.82
SES-12435,2025-06-24,08:45:02,STN-MUM-01,Mumbai,Sedan,CCS,42,100,105,33.48,Completed,None,Available,Paid,544.74
SES-12436,2025-06-24,23:05:42,STN-KOL-01,Kolkata,Hatchback,CCS,39,100,110,22.26,Completed,None,Charging,Paid,342.20
SES-12437,2025-06-24,10:43:04,STN-VIJ-01,Vijayawada,SUV,Type 2,50,84,43,26.31,Completed,None,Charging,Paid,479.78
SES-12438,2025-06-24,09:27:25,STN-CBE-01,Coimbatore,Crossover,CCS,75,100,119,18.52,Completed,None,Available,Paid,315.46
SES-12439,2025-06-24,07:02:08,STN-HYD-01,Hyderabad,Sedan,Type 2,7,23,27,8.26,Completed,None,Available,Paid,146.87
SES-12440,2025-06-24,06:30:48,STN-MUM-01,Mumbai,Hatchback,CCS,10,12,118,0.80,Failed,Connector Error,Maintenance,Failed,0.00
SES-12441,2025-06-24,19:54:22,STN-DEL-02,Delhi,Hatchback,Type 2,17,52,53,13.66,Completed,None,Charging,Paid,219.27
SES-12442,2025-06-24,19:40:04,STN-HYD-02,Hyderabad,Sedan,Type 2,50,69,24,11.25,Completed,None,Charging,Paid,184.28
SES-12443,2025-06-24,16:02:18,STN-HYD-01,Hyderabad,Hatchback,CHAdeMO,83,87,24,1.60,Failed,Connector Error,Offline,Failed,0.00
SES-12444,2025-06-24,07:37:03,STN-MUM-01,Mumbai,Hatchback,CCS,37,100,102,22.79,Completed,None,Available,Paid,404.29
SES-12445,2025-06-24,17:44:58,STN-KOL-01,Kolkata,SUV,CCS,83,100,32,14.87,Completed,None,Charging,Paid,264.92
SES-12446,2025-06-24,00:10:36,STN-MUM-01,Mumbai,Hatchback,CCS,66,100,96,14.13,Completed,None,Available,Paid,239.97
SES-12447,2025-06-24,05:16:53,STN-BLR-02,Bengaluru,SUV,CCS,67,100,74,27.00,Completed,None,Available,Paid,428.58
SES-12448,2025-06-24,12:46:25,STN-DEL-01,Delhi,Sedan,CCS,60,100,95,23.33,Completed,None,Charging,Paid,396.29
SES-12449,2025-06-24,15:25:22,STN-PUN-01,Pune,SUV,CHAdeMO,43,89,80,37.91,Completed,None,Available,Paid,693.98
SES-12450,2025-06-24,19:07:43,STN-MUM-01,Mumbai,Hatchback,Type 2,64,100,118,15.62,Completed,None,Available,Paid,248.05
SES-12451,2025-06-25,14:21:14,STN-BLR-01,Bengaluru,SUV,CCS,82,100,41,15.96,Completed,None,Available,Paid,280.19
SES-12452,2025-06-25,06:55:56,STN-VIJ-01,Vijayawada,SUV,Type 2,87,88,101,0.40,Failed,Network Error,Maintenance,Failed,0.00
SES-12453,2025-06-25,07:40:46,STN-BLR-02,Bengaluru,SUV,CCS,28,53,41,21.50,Completed,None,Available,Paid,394.61
SES-12454,2025-06-25,10:52:00,STN-HYD-02,Hyderabad,Hatchback,CCS,54,56,42,0.66,Cancelled,None,Maintenance,Refunded,0.00
SES-12455,2025-06-25,16:18:13,STN-MUM-02,Mumbai,Hatchback,Type 2,37,74,52,13.46,Completed,None,Charging,Paid,223.24
SES-12456,2025-06-25,22:11:25,STN-DEL-01,Delhi,Sedan,CHAdeMO,80,93,22,7.73,Completed,None,Available,Paid,133.20
SES-12457,2025-06-25,06:14:45,STN-DEL-02,Delhi,Hatchback,CCS,78,82,101,1.60,Failed,Network Error,Maintenance,Failed,0.00
SES-12458,2025-06-25,07:00:59,STN-CHE-01,Chennai,SUV,Type 2,11,24,18,11.37,Completed,None,Available,Paid,197.49
SES-12459,2025-06-25,07:56:02,STN-DEL-02,Delhi,SUV,Type 2,50,100,71,43.45,Completed,None,Charging,Paid,654.75
SES-12460,2025-06-25,19:51:59,STN-BLR-02,Bengaluru,SUV,CCS,66,100,66,28.21,Completed,None,Charging,Paid,429.34
SES-12461,2025-06-25,17:28:24,STN-VSKP-01,Visakhapatnam,Hatchback,CCS,5,35,57,11.92,Completed,None,Charging,Paid,182.04
SES-12462,2025-06-25,20:38:07,STN-KOL-01,Kolkata,Hatchback,Type 2,83,100,52,7.34,Completed,None,Available,Paid,130.83
SES-12463,2025-06-26,18:46:41,STN-KOL-01,Kolkata,SUV,Type 2,69,100,76,25.51,Completed,None,Available,Paid,444.52
SES-12464,2025-06-26,08:32:37,STN-KOL-01,Kolkata,SUV,CCS,49,99,90,43.52,Completed,None,Available,Paid,666.90
SES-12465,2025-06-26,12:45:34,STN-BLR-01,Bengaluru,SUV,CCS,88,89,107,0.40,Failed,Payment Failure,Maintenance,Failed,0.00
SES-12466,2025-06-26,19:02:18,STN-DEL-02,Delhi,Sedan,Type 2,59,90,41,16.53,Completed,None,Charging,Paid,299.35
SES-12467,2025-06-26,13:14:10,STN-CBE-01,Coimbatore,Crossover,Type 2,70,76,82,1.96,Cancelled,None,Available,Refunded,0.00
SES-12468,2025-06-26,17:58:23,STN-VSKP-01,Visakhapatnam,SUV,CCS,71,73,114,0.80,Failed,Payment Failure,Maintenance,Failed,0.00
SES-12469,2025-06-26,12:36:03,STN-CBE-01,Coimbatore,SUV,CCS,84,100,69,13.80,Completed,None,Available,Paid,241.07
SES-12470,2025-06-26,08:56:48,STN-BLR-01,Bengaluru,Hatchback,Type 2,58,65,10,2.96,Completed,None,Available,Paid,45.99
SES-12471,2025-06-26,13:36:47,STN-CHE-01,Chennai,Sedan,Type 2,67,100,66,18.26,Completed,None,Available,Paid,312.25
SES-12472,2025-06-26,06:59:57,STN-CBE-01,Coimbatore,Hatchback,Type 2,58,100,115,15.44,Completed,None,Available,Paid,270.21
SES-12473,2025-06-26,08:10:43,STN-MUM-02,Mumbai,Hatchback,CHAdeMO,56,100,93,16.38,Completed,None,Available,Paid,275.33
SES-12474,2025-06-26,12:43:43,STN-DEL-01,Delhi,Hatchback,Type 2,58,59,78,0.40,Failed,Charging Interrupted,Offline,Failed,0.00
SES-12475,2025-06-26,16:33:24,STN-DEL-01,Delhi,Sedan,CHAdeMO,71,100,113,16.20,Completed,None,Charging,Paid,258.50
SES-12476,2025-06-26,13:51:54,STN-PUN-01,Pune,SUV,CHAdeMO,41,100,118,51.17,Completed,None,Available,Paid,906.27
SES-12477,2025-06-26,11:09:44,STN-BLR-01,Bengaluru,Sedan,Type 2,16,99,94,41.83,Completed,None,Charging,Paid,680.22
SES-12478,2025-06-27,14:18:05,STN-CHE-01,Chennai,SUV,Type 2,63,100,78,32.26,Completed,None,Available,Paid,593.03
SES-12479,2025-06-27,00:52:51,STN-MUM-01,Mumbai,Hatchback,Type 2,24,91,77,27.17,Completed,None,Available,Paid,468.19
SES-12480,2025-06-27,21:13:09,STN-MUM-01,Mumbai,Sedan,Type 2,90,100,70,4.97,Completed,None,Charging,Paid,85.30
SES-12481,2025-06-27,01:28:14,STN-HYD-02,Hyderabad,Hatchback,CCS,36,48,17,4.49,Completed,None,Available,Paid,68.70
